"Site/Building URL","SiteID","Property Name","Property Address","Property City","Property County","Property State","Property Zip Code","Date Added","Date Expired","IsBuilding","Property Min Size","Property Max Size","BrokerID","IsFeatured","SubTypes","Description","Broker","Broker Company","Broker Address","Broker City","Broker State","Broker Zip","Broker Phone","Broker Cell","Broker Fax","Broker Web","Broker Email","siteid","Cooling","Total Acres","Ceiling Height Min","Cranes","Property Description","Voltage","For Sale","Lease Rate","Lease Terms","Lease Type","Outside Storage","Parcel","Rail Access","Sale Price","Sale Terms","Featured Property","Sprinkler","Total Building sf","Office Area","Unit Number","Website","Zoning","For Lease","Number of Drive in Doors","New","Updated","Name","Phone","Email","Company","City","Employment Area","Total Floor sf","Address","Building Description","Heating System","Available sf","Featured Property Description","Fax","Operating Expense","Number of dock high doors without levelers","Mobile Phone","Central Area","Major Urban Facility","Rural Area","Developing Community","Mixed-Use Center","Mainstreet Area","CBRE Description","Office Percentage","Incentives"
"https://properties.zoomprospector.com/ottawa/property/90-George-St-Ottawa-Ontario/1401BA09-38FB-4AE9-9A1D-257D03DE1F84","1401BA09-38FB-4AE9-9A1D-257D03DE1F84",,"90 George St","Ottawa","Ontario","Ontario","K1N 0A8",Wed Oct 02 2024 16:35:41 GMT+0000 (Coordinated Universal Time),,true,6051,6051,33011,0,"Retail","• ±6,051 SF ground floor space with approximate 18 foot ceilings in a highly visible location in Ottawa’s Byward Market
• Walking distance from the Rideau Centre, National Art Gallery, Rideau Canal, University of Ottawa and Parliament Hill
• Over 1,000 new residential and condo units in the neighbourhood
• Co-tenants include Urban Outfitters, Holtz Spa,
Peking Duck Restaurant, and Salon Fiorella",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","1401BA09-38FB-4AE9-9A1D-257D03DE1F84","","","","","","","","","","direct","","","","","","","","","","","","","1","","","","Candice Lerner-Fry","","candice.lf@marcusmillichap.com","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/359-Kent-Street---102A-Ottawa-Ontario/089B0AD3-553E-48D3-8B30-25837BA95F5A","089B0AD3-553E-48D3-8B30-25837BA95F5A","359 Kent St","359 Kent Street - 102A","Ottawa","Ontario","Ontario","K2P 2M8",Wed Jul 10 2024 16:35:40 GMT+0000 (Coordinated Universal Time),,true,432,432,33011,0,"Office","<p><span style=""color: rgb(152,152,152);background-color: rgb(255,255,255);font-size: 16px;font-family: roboto-light, sans-serif;"">Located on the corner of Kent Street and Gilmour Street, 359 Kent Street offers its Tenants downtown convenience and style at affordable rates. This building is suitable for various types of businesses and is in close proximity to many nearby amenities and the downtown core.  This suite would be ideal for storage, for someone leasing in the building.</span></p>",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","089B0AD3-553E-48D3-8B30-25837BA95F5A","","","","","<ul>
<li><span style=""font-family: Calibri, sans-serif;"">Prime access to and from Queensway 417</span>&nbsp;</li>
<li><span style=""font-family: Calibri, sans-serif;"">Outstanding location</span>&nbsp;</li>
<li><span style=""font-family: Calibri, sans-serif;"">Secure, monitored building</span>&nbsp;</li>
<li><span style=""font-family: Calibri, sans-serif;"">Late modernist design with a limestone</span><br><span style=""font-family: Calibri, sans-serif;"">     façade</span>&nbsp;</li>
<li><span style=""font-family: Calibri, sans-serif;"">Attractive, competitive market rates</span>&nbsp;</li>
<li><span style=""font-family: Calibri, sans-serif;"">Broker cooperation welcomed</span>&nbsp;</li>
</ul>

<p>Two elevators, a welcoming bright lobby, handicap access, common washrooms, air conditioning and parking available.  One block away from fine dining and shopping.</p>

<p>Join your neighbours like Personal Health Fitness, Law Firm and Insurance Broker.</p>","","","","","direct","","","","","","","","45867","45,867 ft&sup2;","","","C","1","","","","Taggart Realty Management","613-234-7000","leasing@taggart.ca","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/225-Metcalfe-Street---416-Ottawa-Ontario/9921602C-A8D4-4A3D-8F03-25CAB12A8493","9921602C-A8D4-4A3D-8F03-25CAB12A8493","Kenson Building","225 Metcalfe Street - 416","Ottawa","Ontario","Ontario","K2P 1P9",Tue Jan 25 2022 16:35:46 GMT+0000 (Coordinated Universal Time),,true,952,952,33011,0,"Office","<p><span style=""color: rgb(50,60,71);background-color: rgb(255,255,255);font-size: 16px;font-family: roboto-regular;"">Model Suite, open concept bright office space, new carpet burber, freshly painted white walls and modern ceiling tiles, Crisp, Clean ready for your office decor!</span> Only three blocks to Downtown Core and one block from Elgin Street and Court House and the new Farm Boy!</p>",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","9921602C-A8D4-4A3D-8F03-25CAB12A8493","","","","","<p><span style=""font-size: 14px;"">Metcalfe Street serves as a major northern artery to downtown Ottawa Easy walking distance to the Provincial Courthouse and Parliament Buildings</span></p>
<p><span style=""font-size: 14px;"">Nice large lobby, corridors, washrooms, and security card access system for evenings and weekends, 2 Elevators, available parking and Cafe on the lower level.</span></p>
<ul>
<li><span style=""font-size: 14px;"">Floor plate - 10,000 sq. ft.</span></li>
<li><span style=""font-size: 14px;"">In-house cafeteria</span></li>
<li><span style=""font-size: 14px;"">Competitive rates</span></li>
<li><span style=""font-size: 14px;"">Brokers Protected</span></li>
</ul>

<p>2 Elevators</p>
<p>High ceilings</p>
<p>Parking available</p>
<p>Cafe (Soups and sandwiches)</p>

<p>Lower Level Cafe</p>
<p>Parking</p>","","","","","direct","","","","","","","","17956","17,956 ft&sup2;","","","C","1","","","","Taggart Realty Management","613-234-7000","leasing@taggart.ca","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/885-Meadowlands-Dr-E---501-Ottawa-Ontario/9E3C3F3A-38CA-4149-AC23-25F2CCD44876","9E3C3F3A-38CA-4149-AC23-25F2CCD44876","Rideauview Shopping Centre","885 Meadowlands Dr E - 501","Ottawa","Ontario","Ontario","K2C 1N6",Fri Apr 19 2019 11:31:14 GMT+0000 (Coordinated Universal Time),,true,5284,5284,33011,0,"Office","5th floor office with plenty of natural light.  This space can be fitted to your exact specifications.  Daily cleaning and utilities included.",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","9E3C3F3A-38CA-4149-AC23-25F2CCD44876","","","","","Conveniently located on the corner of Meadowlands and Prince of Wales Drive, the Rideauview Plaza offers spacious and well-lit office suites with access to a variety of great amenities and lunch options. Short walk to beautiful green spaces such as Hogs Back Falls and Mooney’s Bay.

Close to the highway and the Airport Parkway. Easy access to routes around the canal. Plenty of parking on-site. This is a walkable and bike friendly area with stops for bus route 111. Ideal for large businesses, PWGSC, and associates of Carleton University or Algonquin College. Daily cleaning and utilities included. Some suites can be demised, please inquire.","","","","","direct","","","","","","","","63000","","","","","1","","","","Susanne Wilkins","613-759-8383","leasing@districtrealty.com","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/396-Cooper-Street---300-Ottawa-Ontario/2C7573B6-86B6-409A-8564-2638EDF0613A","2C7573B6-86B6-409A-8564-2638EDF0613A","396 Cooper Street","396 Cooper Street - 300","Ottawa","Ontario","Ontario","K2P 0G8",Mon Apr 28 2025 16:35:25 GMT+0000 (Coordinated Universal Time),,true,7243,7243,33011,0,"Office",,,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","2C7573B6-86B6-409A-8564-2638EDF0613A","","","","","<ul><li>– Well appointed furnished office. One of Ottawa’s most reputable Landlord created a turnkey space for Sub-Landlords with one of Ottawa’s most respected planners.</li><li>– Excellent sub-Landlord covenant.</li><li>– Nice mix of open and closed ceiling design</li><li>– Strategically placed meeting rooms for enhanced security</li><li>– Nine private offices</li><li>– Well fenestrated open concept design and collaborative space</li><li>– Eight parking spaces included</li></ul>","","","","","direct","","","","","","","","2646","","","","","1","","","","Michael Church","6135676634","michael.church@avisonyoung.com","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/2560-Bank-Street-Ottawa-Ontario/917F338A-7A2C-49EB-A7C9-2667A31BABF2","917F338A-7A2C-49EB-A7C9-2667A31BABF2",,"2560 Bank Street","Ottawa","Ontario","Ontario","K1T 1M9",Tue Dec 10 2024 16:35:44 GMT+0000 (Coordinated Universal Time),,false,0,0,33011,0,"Vacant Land","<br/>",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","917F338A-7A2C-49EB-A7C9-2667A31BABF2","","","","","","","1","","","","","","","0.0","","","","","0 ft&sup2;","","","","","","","","Scott Brooker","(613) 780-1582","sbrooker@cwottawa.com","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/120-Hearst-Way-Ottawa-Ontario/9C3A3E36-6B36-4625-B445-26838913E5A7","9C3A3E36-6B36-4625-B445-26838913E5A7","Kanata Lands","120 Hearst Way","Ottawa","Ontario","Ontario","0",Mon Aug 08 2016 18:34:59 GMT+0000 (Coordinated Universal Time),,false,1,2,25532,0,"Vacant Land","Development Site","Amanda Cockrem","Arnon Corporation","1801 Woodward Dr","Ottawa","Ontario","K2C0R3","613-226-2000",,"613-225-0391",,"acockrem@arnon.ca","9C3A3E36-6B36-4625-B445-26838913E5A7","","4.46","","","Kanata Corporate Centre is highly visible and accessible located at the intersection of Highway 417 (the Queensway and Eagleson Road. This site affords clients the opportunity to promote their corporations with signage that takes advantage of exposure to the Queensway corridor. A public transportation centre is located nearby with routes to downtown, the airport and major business centres. In addition to the Greenbelt, miles of bike paths and many other recreation facilities are close by.","","1","","","","","","","","","","","","","","www.arnon.ca","","0","","","","Mr. Michael Casey","613-226-2000","mcasey@arnon.ca","Arnon Corporation","9999999","","","","","","","","","","","","Yes","Yes","No","Yes","","Yes","","",""
"https://properties.zoomprospector.com/ottawa/property/164-Elm-Street---B114-Ottawa-Ontario/E19F8AFD-0766-46B8-A88D-26F0C6215844","E19F8AFD-0766-46B8-A88D-26F0C6215844",,"164 Elm Street - B114","Ottawa","Ontario","Ontario","K1R 6P1",Wed Feb 08 2023 16:35:52 GMT+0000 (Coordinated Universal Time),,true,3080,3080,33011,0,"Retail","Lower level showroom /storage space for lease, just west of downtown Ottawa. Plenty of open space with access to common washrooms. Unit features a private entrance with a customizable canopy and building signage. Customer parking nearby. Quick drive to HWY 417 and the Parkway.

Highly walkable, bike friendly area. Close to Bayview LRT Station. Close to Little Italy, Chinatown, and Wellington West. Rapidly developing area with a diverse demographic. Population of approx. 55,053 within a 2 km radius.",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","E19F8AFD-0766-46B8-A88D-26F0C6215844","","","","","Mixed-use property located in Ottawa West, steps from Bayview LRT Station. Close to HWY 417. Convenient central location. Short walk to Little Italy,  Chinatown, and Wellington West.","","","","","direct","","","","","","","","59792","","","","MC F(2.5)","1","","","","Susanne Wilkins","613-759-8383","leasing@districtrealty.com","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/1993-Tenth-Line-Road-Ottawa-Ontario/2DE296E0-81B3-472C-88BC-27185063B181","2DE296E0-81B3-472C-88BC-27185063B181","1993 Tenth Line Road","1993 Tenth Line Road","Ottawa","Ontario","Ontario","K4A 4H8",Mon Aug 08 2016 18:34:56 GMT+0000 (Coordinated Universal Time),,false,0,0,25478,0,"Vacant Land",,"Seymour Diener","City of Ottawa","110 Laurier Avenue West","Ottawa","Ontario",,"(613) 723-5118",,,,"Seymour.Diener@ottawa.ca","2DE296E0-81B3-472C-88BC-27185063B181","","0.9","","No","","","0","","YR","","","","No","475000","","","N","","","","","General Mixed-Use Zone","1","","","","","","efalardeau@cbre.com","","","","","","","","","","","","","","","","","","","","842315","",""
"https://properties.zoomprospector.com/ottawa/property/163-Parkdale-Avenue-Ottawa-Ontario/430E682D-05C8-4CD3-8C4F-271D07F271C8","430E682D-05C8-4CD3-8C4F-271D07F271C8",,"163 Parkdale Avenue","Ottawa","Ontario","Ontario","K1Y 1E7",Fri Nov 29 2024 16:35:44 GMT+0000 (Coordinated Universal Time),,true,1337,1337,33011,0,"Retail","The unit has two double door entrances on the corner of Parkdale and Lyndale with full height windows along the entire South and West Façade. With high ceiling heights throughout, there is potential to add a mezzanine for additional square footage.

- Across the street from a federal goverment employment hub (Tunneys Pasture) with infrastructure for up to 13,000 employees.

- One block from Tunneys Pature LRT Station.

- Located along Wellington West with access to the Kichi Zibi Mikan (former Ottawa River Parkway).

- Located on a prominent corner of a 279 unit curated living residential tower.",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","430E682D-05C8-4CD3-8C4F-271D07F271C8","","","","","","","","","","direct","","","","","","","","","","","","","1","","","","Ben Sherman","6135134759","ben@qubeproperties.com","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/135-Laurier-Avenue-West---Join-a-thriving-business-community-in-Spaces-Laurier-Ottawa-Ontario/0D393259-F397-4E3B-9F2B-272BAB38D4D7","0D393259-F397-4E3B-9F2B-272BAB38D4D7","SPACES Laurier","135 Laurier Avenue West - Join a thriving business community in Spaces Laurier","Ottawa","Ontario","Ontario","K1P 5J2",Wed May 05 2021 16:36:14 GMT+0000 (Coordinated Universal Time),,true,54,54,33011,0,"Office","CORNER THE MARKET AND GET INSPIRED AT SPACES LAURIER.
Stand out from the crowd when you relocate your business to this high-profile corner plot in the heart of downtown Ottawa. This 23-story high-rise with no less than seven elevators and extensive secure underground parking has views across Parliament Hill which never fail to impress. Meanwhile, a double-story shared lobby floods this communal area with light, delivering the wow factor to your clients and guests from the moment they step inside.

In this multi-tenanted building, you'll be rubbing shoulders with major players from a range of industries, chatting over a coffee or at the water cooler, while the building’s redesign to incorporate numerous communal areas and meeting rooms makes coworking a breeze. Five full floors of accommodation are available on levels two to six, as well as some of the ground floor – that’s almost 7,000 square metres in total. Just a few short steps away from planned LRT stations scheduled to start running in 2019, it couldn’t be better located, while virtual office solutions are also available on request. A Spaces Membership includes:
    • Non-reserved workplace for rent in our business club for you and one guest
    • Unlimited access to our global network with thousands of locations worldwide during business hours
    • Secure, business-grade technology and Wi-Fi
    • Printers and access to admin support
    • Friendly reception and support team
    • Cleaning, utilities, and security
    • Regular networking and community events
    • Easy booking and account management via our app
The prices shown in this listing are indicative and subject to availability. 
All images shown in this listing are from Spaces locations, but they may not correspond to this specific one. 
Get in touch 
FAIRE UN SAUT VERS L'AVANT GRÂCE À L'INSPIRANT SPACES LAURIER.
Démarquez-vous de la foule en déménageant votre entreprise dans ce bâtiment de coin prestigieux au centre-ville d'Ottawa. Ce bâtiment de 23 étages compte non moins de sept ascenseurs et est également muni d'un vaste stationnement sous-terrain sécurisé. Il offre également des vues imprenables sur la colline du Parlement qui ne laisseront personne indifférent. Entre temps, le hall partagé de deux étages laisse entrer une riche lumière naturelle qui fera bonne impression auprès de vos clients et de vos invités dès qu'ils y auront mis les pieds.

Profitez de votre occupation de cet espace partagé pour rencontrer des joueurs importants d'un grand éventail d'industries en prenant un café ou à l'abreuvoir. De plus, le bâtiment redessiné inclut maintenant des aires communes et des salles de réunion qui vous feront apprécier encore plus le travail en espace de coworking. Cinq étages complets d'espaces à louer vous sont proposés du deuxième au sixième niveau, ce qui en fait un total d'environ 75 000 pieds carrés. À seulement quelques pas de gares de train léger, vous ne trouverez pas de meilleur emplacement en ville. Mais si vous souhaitez travailler dans le confort de votre salon, nous offrons également des solutions de bureau virtuel sur demande. 

Une adhésion Spaces comprend :
    • Un lieu de travail non-réservé à louer dans notre club d'affaires pour vous et un invité
    • Accès illimité à notre réseau mondial avec des milliers de sites dans le monde entier pendant les heures ouvrables
    • Technologie et Wi-Fi sécurisés de qualité professionnelle
    • Imprimantes et accès au support administratif
    • Accueil et équipe de support sympathiques
    • Nettoyage, services publics et sécurité
    • Événements de réseautage et communautaires réguliers
    • Réservation facile et gestion de compte via notre application
Les prix indiqués dans cette annonce sont indicatifs et soumis à disponibilité.
Toutes les images présentées dans cette annonce proviennent des emplacements Spaces, mais elles peuvent ne pas correspondre à celui-ci en particulier.
Contactez-nous.",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","0D393259-F397-4E3B-9F2B-272BAB38D4D7","Yes","","","","CORNER THE MARKET AND GET INSPIRED AT SPACES LAURIER.
Stand out from the crowd when you relocate your business to this high-profile corner plot in the heart of downtown Ottawa. This 23-story high-rise with no less than seven elevators and extensive secure underground parking has views across Parliament Hill which never fail to impress. Meanwhile, a double-story shared lobby floods this communal area with light, delivering the wow factor to your clients and guests from the moment they step inside.

In this multi-tenanted building, you'll be rubbing shoulders with major players from a range of industries, chatting over a coffee or at the water cooler, while the building’s redesign to incorporate numerous communal areas and meeting rooms makes coworking a breeze. Five full floors of accommodation are available on levels two to six, as well as some of the ground floor – that’s almost 7,000 square metres in total. Just a few short steps away from planned LRT stations scheduled to start running in 2019, it couldn’t be better located, while virtual office solutions are also available on request.  

At Spaces Spaces Laurier, we can support with:     
• Office Space: Your own private and fully serviced office space with a flexible contract that adapts to your business and is accessible 24/7.      
• Coworking Membership: Work from thousands of coworking spaces worldwide, all with a flexible contract and unlimited access during business hours.     
• Dedicated Desk: Your own private desk in a shared office or open plan space that can be accessed 24/7, locker included, all with a flexible contract.      
• Meeting Rooms: Choose from thousands of on-demand meeting rooms and event spaces with all the services you need, fully customisable to any event or duration.      
• Virtual Office: Leave the best impression with a professional business address at one of our locations and have us handle your calls and mail.   
Just so you know; all images shown in this listing are from Spaces locations, but they may not correspond to this specific one. 
All prices shown are ‘starting at’ pricing and are subject to change, based on your final selection and services included.  
Get in touch.

Trouvez un espace de bureau à louer configuré pour soutenir des équipes de 15 employés et répondant à tous vos besoins.

Développez votre équipe et faites croître votre entreprise avec 1076 sqft d'espace de bureau en open space à Spaces Queen West Toronto, parfait pour 15 employés. Nos grands bureaux sont entièrement équipés, accessibles 24/7 et incluent un accès illimité à notre centre d'affaires pendant les heures de bureau.
Notre espace de bureau équipé offre les meilleures solutions d'espace de bureau pour répondre à vos besoins. Que vous recherchiez un bureau à court terme ou une location de bureau à long terme, nous offrons des conditions flexibles pour vous assurer une expérience de location de bureau qui correspond le mieux à vos besoins, vous aidant à trouver l'espace de travail parfait pour votre équipe.

EXERCEZ VOS ACTIVITÉS DANS LE QUARTIER LE PLUS COOL DE TORONTO.
Considéré comme l’un des quartiers les plus branchés au monde par le magazine Vogue, Queen Street West est le centre artistique de Toronto, l’endroit idéal pour Spaces. Contemporain et sophistiqué, Spaces de Queen West nourrit une pensée novatrice dans un environnement de travail inspirant et collaboratif. C’est l’endroit idéal pour créer une identité unique sur le marché le plus en demande de Toronto, à côté des puissances technologiques comme Twitter et eBay.

Installé dans un immeuble de bureaux de huit étages en brique et à poutres du célèbre et emblématique corridor de la rue Queen, Spaces Queen West était autrefois le domicile d’Urbane Cyclist, l’une des entreprises les plus prisées de la ville. Avec son nouveau look, des professionnels ambitieux peuvent puiser dans l’histoire culturelle et l’énergie artistique que dégage John Street. Commencez votre journée avec un café sur la terrasse du toit. Faites une pause et parcourez des centaines de galeries d’art à proximité. Profitez de l’ambiance et de la cuisine de restaurants réputés et des cafés éclectiques se trouvant à deux pas de la grande rue commerçante et des divertissements du centre-ville. 

Les bureaux en open space Spaces incluent :
• Accès à notre réseau mondial avec des milliers d'emplacements dans le monde
• Équipe de réception et de soutien hautement qualifiée
• Technologie et Wi-Fi sécurisé de qualité professionnelle
• Imprimantes et accès au support administratif
• Nettoyage, services publics et sécurité
• Espace de bureau disponible à l'heure, bureau à la journée, ou au mois
• Événements réguliers de réseautage et de communauté
• Réservation facile et gestion de compte via notre application
• Aménagements personnalisables et flexibles
• Évoluez ou changez de lieu en fonction de vos besoins
• Mobilier ergonomique de haute qualité
• Accès supplémentaire à 1292 sqft d' espace de travail partagé
• Prix à partir de 0
Les prix indiqués dans cette annonce sont indicatifs et sous réserve de disponibilité.
Toutes les images présentées dans cette annonce proviennent des emplacements Spaces, mais elles peuvent ne pas correspondre à celui-ci.
Contactez-nous.","120 V","","","","direct","","","","","","","","","","","","Commercial","1","","","","Regus","4375385185","ads@iwgplc.com","","","","","","","Yes","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/1505-Laperriere-Avenue,-Ottawa-Ottawa-Ontario/C8E54489-80AB-4DB2-986A-2748CCAD956A","C8E54489-80AB-4DB2-986A-2748CCAD956A","1505 Laperriere Avenue","1505 Laperriere Avenue, Ottawa","Ottawa","Ontario","Ontario","K1Z 7T1",Mon Aug 08 2016 18:32:31 GMT+0000 (Coordinated Universal Time),,true,6500,32500,25503,0,"Office",,"Meagan Burnside-Holmes","Colliers International","55 Metcalfe Street, Suite 240","Ottawa","Ontario","K1P 6L5","613 567 8050",,"(613) 567-8035","http://www.collierscanada.com/","meagan.burnside-holmes@colliers.com","C8E54489-80AB-4DB2-986A-2748CCAD956A","","","","","Located just south of the Queensway.  Great highway exposure.  Many existing improvements.  Building signage available.  Ability to have an identification/profile.","","0","$16.00","","NNN","","","","","","","","","","","www.colliers.com","","1","","","","Paul Bennett","613 683 2212","paul.bennett@colliers.com","Colliers International","9999999","","","","","","","","","$10.00","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/81-Metcalfe-Street---Suite-Ottawa-Ontario/C7128E77-82A0-40E3-B3AF-27513B162FE0","C7128E77-82A0-40E3-B3AF-27513B162FE0","81 Metcalfe Street","81 Metcalfe Street - Suite","Ottawa","Ontario","Ontario","K1P 6K7",Mon Apr 28 2025 16:35:48 GMT+0000 (Coordinated Universal Time),,true,2172,2172,33011,0,"Office",,,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","C7128E77-82A0-40E3-B3AF-27513B162FE0","","","","","<p>81 Metcalfe Street is a prominent corner property situated in the heart of Ottawa’s downtown core. This location offers stunning panoramic street views and a strong aesthetic presence, making it a standout choice for businesses.</p><p>Each floor features large windows that allow ample natural light to fill the space, creating an inviting intimate boutique atmosphere. With a Starbucks conveniently located on site, this property provides both a vibrant environment and essential amenities, making it ideal for those seeking to establish themselves in a bustling urban area.</p>","","","","","direct","","","","","","","","16","","","","","1","","","","David A. MacLeod","613 696 2764","david.macleod@avisonyoung.com","","","","","","","","","","","","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/1701-Woodward-Drive-Ottawa-Ontario/8B3D9FF2-8D17-4901-92EB-278463ACAE3C","8B3D9FF2-8D17-4901-92EB-278463ACAE3C","1701 Woodward Drive","1701 Woodward Drive","Ottawa","Ontario","Ontario","K1B 1A6 ",Mon Aug 08 2016 18:32:43 GMT+0000 (Coordinated Universal Time),,true,897,1664,25515,0,"Office","LL-22","Rory Perusits","Merkburn Holdings Ltd.","302 – 1827 Woodward Drive","Ottawa","Ontario","K2C 0P9","613-224-5464",,"613-723-1146","www.merkburn.com","rperusits@merkburn.com","8B3D9FF2-8D17-4901-92EB-278463ACAE3C","","","","","Bright lower-level office space. Ready for tenant occupancy. 

•Offices, reception, open office area
•Kitchenette 
•Boardroom
•Ample on-site parking
•Barrier free access; elevator in building
•Queensway access at Maitland or Carling Avenues","","0","10.00","","NNN","","","","","","","","","","","www.merkburn.com","IL","1","","","","Marlene Piitz","613-224-5464 ext 103","mpiitz@merkburn.com","Merkburn Holdings","","","","","","","","","","13.00","","","","","","","","","","",""
"https://properties.zoomprospector.com/ottawa/property/7-Enterprise-Ave---1-Ottawa-Ontario/DCA41EF9-D5DB-4C68-94FF-279124DC37D7","DCA41EF9-D5DB-4C68-94FF-279124DC37D7",,"7 Enterprise Ave - 1","Ottawa","Ontario","Ontario","K2G 0A7",Thu May 01 2025 16:35:26 GMT+0000 (Coordinated Universal Time),,true,8941,8941,33011,0,"Retail","Position your business for success with this versatile light industrial building available for lease in Ottawa south. Ideal for a showroom, storage, logistics, or distribution centre.

The building features a high ceiling, both dock-level and grade-level loading doors, and on-site parking in a private lot.

The property is strategically located in Ottawa South, with quick access to HWY 417 and the Ottawa International Airport. Close to the intersection of Hunt Club Road West with a several large shopping centres featuring national brands including Canadian Tire, Costco, Rona, the Brick, Pet Smart, and a wide range of restaurants.",,"Spacelist",,,,,,,,,"ottawa_spacelist@gisp.com","DCA41EF9-D5DB-4C68-94FF-279124DC37D7","","","","","Free standing light industrial building in Ottawa south. Versatile space that is ideal for  logistics, showroom,  storage, and more. Close to the Ottawa International Airport and HWY 417.","","","","","direct","","","","","","","","8941","","","","","1","","","","Susanne Wilkins","613-759-8383","leasing@districtrealty.com","","","","","","","","","","","","","","","","","","","","","",""
